respondent_id,persona_label,Q1_age_group,Q2_gender,Q3_state,Q4_city_tier,Q5_education,Q6_occupation,Q_hh_size,Q_hh_type,Q_children_under15,Q_waste_segregation,Q_purchase_decision_maker,Q7_income_band,Q7_income_midpoint_INR,Q8_monthly_spend_band,Q8_spend_midpoint_INR,Q9_willingness_to_pay_premium,Q10_eco_awareness_1to5,Q11_reduce_plastic_freq,Q12_prior_eco_purchase,Q13_products_interested,Q14_clothing_types,Q15_cookware_types,Q16_colour_preference,Q17_purchase_occasions,Q18_primary_channel,Q19_top3_purchase_factors,Q20_shopping_frequency,Q21_bundle_deal_appeal_1to5,Q22_social_media_channels,Q23_eco_label_influence_1to5,Q24_purchase_barrier,Q25_purchase_likelihood,Q25_purchase_binary
R0892,Traditional Joint Family,36-50,Female,Tamil Nadu,Tier-3 town,12th / Diploma,When product breaks/runs out,4,Joint family,3.0,Yes,Self,15000-30000,22500,500-2000,1250,Up to 25% more,4,Never,No but interested,Outdoor Garden Furniture,Cotton sarees | Silk/Banarasi sarees | Synthetic/polyester sarees,Iron/Cast iron | Stainless steel | Aluminium,Bright/Vibrant,Festivals | New home/shifting | Back-to-school | When product breaks/runs out,Modern retail (D-Mart etc.),Brand trust | Design/Aesthetics | Price/Affordability,Rarely / Only when needed,3,YouTube | Facebook | WhatsApp groups,4,Not easily available,Neutral,0
R0893,Traditional Joint Family,26-35,Female,Uttar Pradesh,Tier-2 city,Undergraduate,When product breaks/runs out,4,Joint family,1.0,Sometimes,Elders / Family head,15000-30000,22500,5001-10000,7500,Same price,3,Always / It's a habit,No but interested,rPET Bottles/Containers | Outdoor Garden Furniture | Storage Organisers | Stationery/School Supplies,Cotton sarees | Synthetic/polyester sarees | Salwar suits/Kurtis,Iron/Cast iron | Non-stick (Teflon) | Ceramic-coated | Aluminium | Clay/Terracotta,Earthy tones | Bright/Vibrant | Pastels,Festivals | Back-to-school | Sale events,Local market / Kirana,Price/Affordability | Friends/Family recommendation | Brand trust,Once a month,3,Instagram | YouTube | Facebook,5,Not easily available,Unlikely,0
R0894,Price-Sensitive Middle India,26-35,Female,Tamil Nadu,Tier-2 city,12th / Diploma,Sale events,3,Nuclear,1.0,Yes,Both equally,60001-100000,80000,2001-5000,3500,Up to 25% more,3,Often,Yes once or twice,rPET Bottles/Containers | Storage Organisers | Stationery/School Supplies,Cotton sarees | Salwar suits/Kurtis,Iron/Cast iron | Non-stick (Teflon) | Stainless steel | Ceramic-coated | Aluminium,Bright/Vibrant,New home/shifting | Wedding/family function | Back-to-school | When product breaks/runs out,Modern retail (D-Mart etc.),Brand trust | Design/Aesthetics | Price/Affordability,Once every 3 months,5,Instagram | YouTube | Facebook,3,Distrust eco-claims (greenwashing),Neutral,0
R0895,Student Young Urban,18-25,Male,Uttar Pradesh,Metro,Up to 10th,Festivals,3,Joint family,0.0,Sometimes,Both equally,15000-30000,22500,2001-5000,3500,Up to 10% more,3,Often,Yes regularly,Stationery/School Supplies,Formal office wear,Iron/Cast iron | Stainless steel | Ceramic-coated,Bright/Vibrant,Back-to-school | Sale events,Online Amazon/Flipkart,Quality/Durability | Eco-friendly credentials | Price/Affordability,Once every 3 months,4,Instagram | YouTube | Facebook | WhatsApp groups,4,Higher price,Neutral,0
R0896,Price-Sensitive Middle India,18-25,Female,Madhya Pradesh,Tier-2 city,Undergraduate,Back-to-school,5,Joint family,1.0,No,Both equally,Below 15000,10000,500-2000,1250,Same price,4,Sometimes,No but interested,rPET Bottles/Containers | Storage Organisers | Stationery/School Supplies,Cotton sarees | Silk/Banarasi sarees | Formal office wear,Stainless steel | Aluminium,Pastels,Festivals | New home/shifting | When product breaks/runs out,Local market / Kirana,Price/Affordability | Quality/Durability | Friends/Family recommendation,Once a month,1,Instagram | YouTube,3,Not easily available,Unlikely,0
R0897,Price-Sensitive Middle India,26-35,Female,Rajasthan,Tier-3 town,12th / Diploma,Back-to-school,4,Nuclear,1.0,Yes,Elders / Family head,15000-30000,22500,Below 500,300,Same price,5,Often,No and not interested,rPET Bottles/Containers | Storage Organisers | Stationery/School Supplies,Silk/Banarasi sarees | Synthetic/polyester sarees,Stainless steel,Bright/Vibrant | Earthy tones | Pastels,Festivals | Sale events,Online Amazon/Flipkart,Friends/Family recommendation | Price/Affordability | Social media/Influencer,Once every 3 months,3,YouTube | Facebook | WhatsApp groups,2,Higher price,Unlikely,0
R0898,Traditional Joint Family,Above 50,Female,Uttar Pradesh,Tier-2 city,Undergraduate,New home/shifting,4,Joint family,1.0,No,Both equally,60001-100000,80000,2001-5000,3500,Up to 25% more,4,Sometimes,Yes once or twice,Storage Organisers | Stationery/School Supplies,Salwar suits/Kurtis | Formal office wear,Iron/Cast iron | Non-stick (Teflon) | Stainless steel | Ceramic-coated | Aluminium,White/Off-white | Earthy tones,Festivals | Wedding/family function,Local market / Kirana,Quality/Durability | Price/Affordability | Eco-friendly credentials,2-3 times a month,5,YouTube | Facebook | WhatsApp groups,4,Not easily available,Neutral,0
R0899,Urban Eco Millennial,36-50,Female,Bihar,Tier-2 city,Undergraduate,Wedding/family function,2,Nuclear,2.0,Yes,Partner / Spouse,Above 100000,130000,500-2000,1250,Up to 25% more,5,Always / It's a habit,Yes regularly,rPET Bottles/Containers | Outdoor Garden Furniture | Storage Organisers | Stationery/School Supplies,Salwar suits/Kurtis | Western wear | Formal office wear,Non-stick (Teflon) | Stainless steel | Ceramic-coated | Aluminium,Earthy tones | Pastels,Wedding/family function | Back-to-school | Sale events | When product breaks/runs out,Online Amazon/Flipkart,Eco-friendly credentials | Price/Affordability | Design/Aesthetics,Once a month,4,Instagram | WhatsApp groups,3,No barrier - would buy,Very likely,1
R0900,Urban Eco Millennial,36-50,Male,Odisha,Tier-2 city,Undergraduate,Wedding/family function,2,Nuclear,0.0,Yes,Both equally,Above 100000,130000,2001-5000,3500,Up to 10% more,4,Rarely,Yes regularly,Outdoor Garden Furniture | Storage Organisers | Stationery/School Supplies,Salwar suits/Kurtis | Western wear,Non-stick (Teflon) | Stainless steel | Ceramic-coated,Pastels | Earthy tones | Dark/Neutral,New home/shifting | Wedding/family function | Back-to-school | When product breaks/runs out,D2C brand website,Quality/Durability | Design/Aesthetics | Friends/Family recommendation,2-3 times a month,5,Instagram | YouTube,3,No barrier - would buy,Likely,1
R0901,Price-Sensitive Middle India,36-50,Female,Madhya Pradesh,Tier-2 city,12th / Diploma,Sale events,3,Joint family,0.0,No,Elders / Family head,60001-100000,80000,500-2000,1250,Same price,5,Rarely,No but interested,rPET Bottles/Containers | Storage Organisers,Cotton sarees | Silk/Banarasi sarees | Salwar suits/Kurtis | Western wear,Iron/Cast iron | Ceramic-coated | Aluminium,Earthy tones,Festivals | Wedding/family function | Sale events,Local market / Kirana,Quality/Durability | Brand trust | Price/Affordability,2-3 times a month,5,Instagram | WhatsApp groups,3,Not easily available,Unlikely,0
R0902,Urban Eco Millennial,Above 50,Female,West Bengal,Metro,Postgraduate or above,Back-to-school,3,Nuclear,1.0,Yes,Elders / Family head,60001-100000,80000,Above 10000,12000,Up to 10% more,5,Often,Yes once or twice,Stationery/School Supplies,Western wear,Iron/Cast iron | Non-stick (Teflon) | Ceramic-coated,Dark/Neutral | Pastels | White/Off-white,Festivals | Sale events,Online Amazon/Flipkart,Eco-friendly credentials | Social media/Influencer | Design/Aesthetics,Rarely / Only when needed,5,YouTube | Facebook,4,Higher price,Neutral,0
R0903,Price-Sensitive Middle India,Below 18,Female,Madhya Pradesh,Metro,12th / Diploma,New home/shifting,4,Joint family,1.0,Yes,Elders / Family head,60001-100000,80000,500-2000,1250,Same price,3,Sometimes,Yes once or twice,Storage Organisers,Cotton sarees | Silk/Banarasi sarees | Synthetic/polyester sarees | Salwar suits/Kurtis | Western wear,Iron/Cast iron | Non-stick (Teflon) | Stainless steel | Aluminium | Clay/Terracotta,Pastels | White/Off-white,Festivals | Back-to-school | Sale events,Local market / Kirana,Design/Aesthetics | Quality/Durability | Brand trust,Rarely / Only when needed,4,Instagram | Facebook | WhatsApp groups,4,Higher price,Unlikely,0
R0904,Student Young Urban,18-25,Female,West Bengal,Tier-3 town,Undergraduate,Festivals,2,Nuclear,0.0,No,Self,15000-30000,22500,500-2000,1250,Same price,2,Rarely,Yes once or twice,rPET Bottles/Containers | Outdoor Garden Furniture | Stationery/School Supplies,Synthetic/polyester sarees | Western wear,Iron/Cast iron | Stainless steel | Clay/Terracotta,Pastels | Dark/Neutral | White/Off-white,Wedding/family function | Back-to-school,Quick commerce (Blinkit/Zepto),Price/Affordability | Eco-friendly credentials | Friends/Family recommendation,2-3 times a month,3,Instagram | YouTube | Meesho/ShareChat,4,No barrier - would buy,Likely,1
R0905,Price-Sensitive Middle India,Above 50,Male,Haryana,Tier-2 city,12th / Diploma,New home/shifting,3,Joint family,3.0,Sometimes,Elders / Family head,60001-100000,80000,2001-5000,3500,Same price,4,Sometimes,No but interested,Outdoor Garden Furniture | Storage Organisers | Stationery/School Supplies,Synthetic/polyester sarees | Salwar suits/Kurtis,Iron/Cast iron | Non-stick (Teflon) | Stainless steel,Earthy tones | White/Off-white | Bright/Vibrant,Festivals | Wedding/family function | Back-to-school,Local market / Kirana,Quality/Durability | Price/Affordability | Eco-friendly credentials,Once every 3 months,4,YouTube | WhatsApp groups,3,Higher price,Unlikely,0
R0906,Traditional Joint Family,Above 50,Male,Assam,Tier-3 town,Undergraduate,When product breaks/runs out,5,Joint family,2.0,Yes,Elders / Family head,60001-100000,80000,2001-5000,3500,Up to 10% more,3,Often,No but interested,Outdoor Garden Furniture | Storage Organisers,Cotton sarees | Synthetic/polyester sarees | Western wear,Non-stick (Teflon) | Aluminium | Clay/Terracotta,Bright/Vibrant | White/Off-white,Festivals | Wedding/family function | Sale events | When product breaks/runs out,Local market / Kirana,Price/Affordability | Friends/Family recommendation | Design/Aesthetics,Rarely / Only when needed,5,Instagram | Facebook,3,Never thought about it,Unlikely,0
R0907,Traditional Joint Family,36-50,Female,Uttar Pradesh,Rural / Village,Postgraduate or above,When product breaks/runs out,5,Joint family,3.0,No,Elders / Family head,30001-60000,45000,2001-5000,3500,Up to 10% more,3,Always / It's a habit,Yes regularly,None of the above,Cotton sarees | Silk/Banarasi sarees | Synthetic/polyester sarees | Salwar suits/Kurtis,Stainless steel | Clay/Terracotta,White/Off-white | Earthy tones,Festivals | New home/shifting | Wedding/family function | Back-to-school,Local market / Kirana,Brand trust | Price/Affordability | Design/Aesthetics,Once every 3 months,3,YouTube | Facebook | WhatsApp groups,3,Doubt about quality,Very unlikely,0
R0908,Price-Sensitive Middle India,Above 50,Female,Delhi,Rural / Village,Postgraduate or above,When product breaks/runs out,2,Joint family,0.0,Sometimes,Both equally,60001-100000,80000,5001-10000,7500,Same price,3,Sometimes,No but interested,rPET Bottles/Containers | Agri Crates/Tools | Stationery/School Supplies,Western wear,Stainless steel | Ceramic-coated | Aluminium,Bright/Vibrant,Festivals | Sale events | When product breaks/runs out,Online Amazon/Flipkart,Price/Affordability | Friends/Family recommendation | Eco-friendly credentials,Once every 3 months,3,YouTube | WhatsApp groups,3,Doubt about quality,Unlikely,0
R0909,Price-Sensitive Middle India,36-50,Male,Maharashtra,Tier-3 town,Postgraduate or above,Wedding/family function,3,Joint family,2.0,Yes,Partner / Spouse,60001-100000,80000,500-2000,1250,Same price,3,Always / It's a habit,No but interested,Outdoor Garden Furniture | Storage Organisers | Agri Crates/Tools,Cotton sarees | Synthetic/polyester sarees | Salwar suits/Kurtis,Aluminium | Clay/Terracotta,White/Off-white,Festivals | Sale events | When product breaks/runs out,Local market / Kirana,Quality/Durability | Eco-friendly credentials | Brand trust,Rarely / Only when needed,4,Instagram | Facebook | WhatsApp groups | Don't use social for discovery,4,Doubt about quality,Unlikely,0
R0910,Price-Sensitive Middle India,26-35,Female,Bihar,Tier-2 city,12th / Diploma,Wedding/family function,2,Nuclear,3.0,No,Elders / Family head,15000-30000,22500,Below 500,300,Up to 10% more,4,Sometimes,Yes regularly,rPET Bottles/Containers | Outdoor Garden Furniture,Cotton sarees | Synthetic/polyester sarees | Western wear,Iron/Cast iron | Stainless steel | Aluminium,Pastels | Dark/Neutral,Wedding/family function,Modern retail (D-Mart etc.),Quality/Durability | Eco-friendly credentials | Friends/Family recommendation,Once every 3 months,3,WhatsApp groups,1,Doubt about quality,Neutral,0
R0911,Student Young Urban,18-25,Male,Uttar Pradesh,Metro,Undergraduate,Festivals,2,Nuclear,,No,Self,15000-30000,22500,5001-10000,7500,Same price,4,Sometimes,Yes regularly,rPET Bottles/Containers | Storage Organisers,Cotton sarees | Salwar suits/Kurtis,Iron/Cast iron | Aluminium | Clay/Terracotta,Bright/Vibrant,Festivals | New home/shifting | Back-to-school,Modern retail (D-Mart etc.),Friends/Family recommendation | Price/Affordability | Brand trust,2-3 times a month,4,YouTube | WhatsApp groups,4,Higher price,Unlikely,0
R0912,Price-Sensitive Middle India,36-50,Female,Maharashtra,Tier-2 city,Undergraduate,Back-to-school,3,Nuclear,3.0,Yes,Self,30001-60000,45000,Above 10000,12000,Up to 10% more,4,Rarely,No but interested,Outdoor Garden Furniture | Storage Organisers | Agri Crates/Tools,Salwar suits/Kurtis | Western wear,Iron/Cast iron | Non-stick (Teflon) | Aluminium,White/Off-white | Earthy tones,Festivals | Back-to-school | Sale events | When product breaks/runs out,Online Amazon/Flipkart,Price/Affordability | Friends/Family recommendation | Quality/Durability,Once every 3 months,1,YouTube | Facebook,4,Doubt about quality,Unlikely,0
R0913,Student Young Urban,18-25,Female,Tamil Nadu,Tier-2 city,Undergraduate,Festivals,2,Nuclear,0.0,Yes,Partner / Spouse,60001-100000,80000,500-2000,1250,Up to 10% more,5,Sometimes,No but interested,rPET Bottles/Containers | Storage Organisers | Stationery/School Supplies,Salwar suits/Kurtis | Western wear | Formal office wear,Stainless steel | Clay/Terracotta,Pastels | Dark/Neutral | Bright/Vibrant,Festivals | Back-to-school,Online Amazon/Flipkart,Quality/Durability | Price/Affordability | Social media/Influencer,Once a month,5,Instagram | YouTube | WhatsApp groups,5,Higher price,Neutral,0
R0914,Price-Sensitive Middle India,18-25,Male,Rajasthan,Tier-2 city,Undergraduate,New home/shifting,5,Joint family,1.0,No,Elders / Family head,30001-60000,45000,2001-5000,3500,Only if cheaper,3,Sometimes,No but interested,rPET Bottles/Containers | Storage Organisers | Stationery/School Supplies,Synthetic/polyester sarees | Salwar suits/Kurtis | Western wear,Non-stick (Teflon) | Stainless steel | Ceramic-coated | Aluminium,Bright/Vibrant,Wedding/family function,Quick commerce (Blinkit/Zepto),Quality/Durability | Price/Affordability | Design/Aesthetics,2-3 times a month,4,Instagram,2,Doubt about quality,Unlikely,0
R0915,Rural / Agri Household,Above 50,Female,Uttar Pradesh,Rural / Village,Postgraduate or above,When product breaks/runs out,3,Joint family,2.0,Sometimes,Elders / Family head,60001-100000,80000,2001-5000,3500,Only if cheaper,3,Often,No but interested,rPET Bottles/Containers | Storage Organisers | Stationery/School Supplies,Cotton sarees,Aluminium,Earthy tones | White/Off-white,Festivals | Wedding/family function | Back-to-school,Local market / Kirana,Price/Affordability | Quality/Durability | Brand trust,Once every 3 months,1,WhatsApp groups | Meesho/ShareChat | Don't use social for discovery,4,Doubt about quality,Very unlikely,0
R0916,Rural / Agri Household,Above 50,Male,Uttar Pradesh,Rural / Village,Undergraduate,New home/shifting,5,Joint family,3.0,Sometimes,Partner / Spouse,30001-60000,45000,500-2000,1250,Same price,4,Rarely,No but interested,Agri Crates/Tools,Cotton sarees | Silk/Banarasi sarees | Synthetic/polyester sarees | Salwar suits/Kurtis | Western wear,Non-stick (Teflon),Bright/Vibrant | White/Off-white | Pastels,Festivals | New home/shifting | Wedding/family function | When product breaks/runs out,Modern retail (D-Mart etc.),Price/Affordability | Friends/Family recommendation | Quality/Durability,Once every 3 months,4,YouTube | WhatsApp groups | Meesho/ShareChat,2,Not easily available,Very unlikely,0
R0917,Price-Sensitive Middle India,26-35,Female,Chhattisgarh,Rural / Village,Postgraduate or above,New home/shifting,3,Nuclear,0.0,No,Both equally,30001-60000,45000,5001-10000,7500,Same price,4,Sometimes,No but interested,Storage Organisers | Agri Crates/Tools,Cotton sarees,Non-stick (Teflon) | Stainless steel,White/Off-white | Earthy tones | Pastels,Festivals | Sale events | When product breaks/runs out,Modern retail (D-Mart etc.),Price/Affordability | Friends/Family recommendation | Brand trust,Once a month,3,Instagram | YouTube | Facebook | WhatsApp groups | Meesho/ShareChat,4,Doubt about quality,Unlikely,0
R0918,High-Income Premium Buyer,36-50,Male,Bihar,Metro,Undergraduate,Back-to-school,3,Joint family,0.0,Yes,Elders / Family head,60001-100000,80000,2001-5000,3500,More than 25% premium,5,Often,No but interested,rPET Bottles/Containers | Outdoor Garden Furniture | Storage Organisers | Agri Crates/Tools | Stationery/School Supplies,Silk/Banarasi sarees | Synthetic/polyester sarees | Salwar suits/Kurtis | Western wear | Formal office wear,Iron/Cast iron | Non-stick (Teflon) | Clay/Terracotta,White/Off-white | Dark/Neutral,When product breaks/runs out,Modern retail (D-Mart etc.),Design/Aesthetics | Quality/Durability | Brand trust,2-3 times a month,3,,5,No barrier - would buy,Very likely,1
R0919,Traditional Joint Family,26-35,Female,Uttar Pradesh,Tier-2 city,Postgraduate or above,Sale events,4,Joint family,0.0,No,Elders / Family head,15000-30000,22500,2001-5000,3500,Same price,4,Always / It's a habit,Yes once or twice,Stationery/School Supplies,Cotton sarees | Salwar suits/Kurtis | Western wear | Formal office wear,Stainless steel | Clay/Terracotta,Earthy tones | Bright/Vibrant,New home/shifting | Back-to-school | Sale events,Quick commerce (Blinkit/Zepto),Brand trust | Price/Affordability | Design/Aesthetics,2-3 times a month,3,YouTube | Facebook | Meesho/ShareChat,4,Higher price,Unlikely,0
